discount,discounted_price,name,original_price,product_id,product_info,product_url,total_reviews
,,Christmas Pattern Front Pocket Hoodie,29.99,8370357,"Clothes Type:Hoodie;Occasion:Christmas Day;Style:Fashion;Fit Type:Regular;Sleeve Length:Full;Material:Polyester,Polyurethane;Fabric Stretch:Slight Stretch;Thickness:Regular;Patterns:Bell,Christmas Stocking,Christmas Tree,Snowflake;Season:Fall,Winter;Weight:0.5000kg;Package Contents:1 x Hoodie",https://www.dresslily.com/christmas-pattern-front-pocket-hoodie-product8370357.html,
,,Christmas Santa Claus Print Front Pocket Hoodie,29.99,8370356,"Clothes Type:Hoodie;Occasion:Christmas Day;Style:Cute;Fit Type:Regular;Sleeve Length:Full;Material:Polyester,Polyurethane;Fabric Stretch:Slight Stretch;Thickness:Regular;Patterns:Santa Claus;Season:Fall,Winter;Weight:0.5200kg;Package Contents:1 x Hoodie",https://www.dresslily.com/christmas-santa-claus-print-front-product8370356.html,
70,53.64,Panel Drawstring Pullover Hoodie,16.05,6372593,"Clothes Type:Hoodie;Occasion:Daily Use;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Cotton,Polyester,Polyurethane;Thickness:Regular;Patterns:Color Block;Season:Fall;Weight:0.6060kg;Package Contents:1 x Hoodie",https://www.dresslily.com/panel-drawstring-pullover-hoodie-product6372593.html,
66,57.19,Casual Panel Drawstring Hoodie,19.36,6372592,"Clothes Type:Hoodie;Occasion:Daily Use;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Cotton,Polyester,Polyurethane;Thickness:Regular;Patterns:Color Block;Season:Fall;Weight:0.7320kg;Package Contents:1 x Hoodie",https://www.dresslily.com/casual-panel-drawstring-hoodie-product6372592.html,
54,48.29,Universe Space Planet Print Casual Hoodie,22.26,8348428,"Clothes Type:Hoodie;Occasion:Daily;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester;Fabric Stretch:No Stretch;Thickness:Regular;Patterns:Galaxy;Season:Fall,Spring,Winter;Weight:0.6400kg;Package Contents:1 x Hoodie",https://www.dresslily.com/universe-space-planet-print-casual-product8348428.html,
,,Lion Pattern Pouch Pocket Hoodie,29.99,8264421,"Clothes Type:Hoodie;Occasion:Daily;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Polyester;Thickness:Regular;Patterns:Animal;Season:Fall,Spring,Winter;Weight:0.5200kg;Package Contents:1 x Hoodie",https://www.dresslily.com/lion-pattern-pouch-pocket-hoodie-product8264421.html,
,,Front Pocket Unicorn Print Contrast Hoodie,29.99,8378239,"Clothes Type:Hoodie;Occasion:Daily;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Polyurethane;Fabric Stretch:Slight Stretch;Thickness:Regular;Patterns:Animal;Season:Fall,Spring;Weight:0.4700kg;Package Contents:1 x Hoodie",https://www.dresslily.com/front-pocket-unicorn-print-contrast-product8378239.html,
,,Halloween Blood Print Front Pocket Hoodie,29.99,8169464,"Clothes Type:Hoodie;Occasion:Halloween;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester;Thickness:Regular;Patterns:Print;Season:Fall,Spring;Weight:0.5500kg;Package Contents:1 x Hoodie",https://www.dresslily.com/halloween-blood-print-front-pocket-product8169464.html,
,,Front Pocket Galaxy Animal Print Hoodie,29.99,8378232,"Clothes Type:Hoodie;Occasion:Daily;Style:Fashion;Fit Type:Regular;Sleeve Length:Full;Material:Polyester,Polyurethane;Fabric Stretch:Slight Stretch;Thickness:Regular;Patterns:3D Print,Animal;Season:Fall,Spring;Weight:0.4850kg;Package Contents:1 x Hoodie",https://www.dresslily.com/front-pocket-galaxy-animal-print-product8378232.html,
,,Varied Graphic Striped Drawstring Fleece Hoodie,26.99,8239014,"Clothes Type:Hoodies;Style:Casual;Pattern Type:Letter;Material:Cotton,Polyester;Shirt Length:Regular;Sleeve Length:Full;Season:Fall,Spring,Winter;Weight:0.4500kg;Package Contents:1 x Hoodie",https://www.dresslily.com/varied-graphic-striped-drawstring-fleece-product8239014.html,
,,Soft Chest Letter Solid Color Suede Sweatshirt,29.99,3194464,"Clothes Type:Sweatshirt;Occasion:Daily,Home,Night Out,Office;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Cotton,Polyester,Spandex;Thickness:Regular;Patterns:Letter,Solid;Season:Fall,Winter;Weight:0.4530kg;Package Contents:1 x Sweatshirt",https://www.dresslily.com/soft-chest-letter-solid-color-product3194464.html,
,,Animal Pattern Pouch Pocket Hoodie,29.99,8264416,"Clothes Type:Hoodie;Occasion:Daily;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Polyester;Thickness:Regular;Patterns:Animal;Season:Fall,Spring,Winter;Weight:0.5200kg;Package Contents:1 x Hoodie",https://www.dresslily.com/animal-pattern-pouch-pocket-hoodie-product8264416.html,
,,Zip Shoulder Graphic Pullover Hoodie,34.99,2233662,"Style:Fashion;Shirt Length:Regular;Sleeve Length:Full;Material:Cotton,Polyester;Patterns:Letter;Weight:0.6000kg;Package Contents:1 x Hoodie",https://www.dresslily.com/zip-shoulder-graphic-pullover-hoodie-product2233662.html,
,,Christmas Santa Graphic Front Pocket Casual Hoodie,29.99,8229688,"Clothes Type:Hoodie;Occasion:Christmas Day;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Polyester,Spandex;Thickness:Regular;Patterns:Santa Claus;Season:Fall,Spring;Weight:0.4900kg;Package Contents:1 x Hoodie",https://www.dresslily.com/christmas-santa-graphic-front-pocket-product8229688.html,
,,IZZUMI Classic Color Block Front Pocket Hooded Long Sleeves Men's Hoodie,11.99,1418471,"Style:Fashion;Shirt Length:Regular;Sleeve Length:Full;Material:Cotton,Polyester;Weight:0.5910kg;Package Contents:1 x Hoodie",https://www.dresslily.com/hooded-long-sleeves-hoodie-product1418471.html,2
52,47.68,Drawstring 3D Print Front Pocket Hoodie,22.99,8366265,"Clothes Type:Hoodie;Occasion:Daily;Style:Fashion;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Polyurethane;Fabric Stretch:Slight Stretch;Thickness:Regular;Patterns:3D Print;Season:Fall,Spring,Winter;Weight:0.5350kg;Package Contents:1 x Hoodie",https://www.dresslily.com/drawstring-3d-print-front-pocket-product8366265.html,
44,35.63,Contrast Trim Splicing Pocket Hoodie,19.99,8171764,"Clothes Type:Hoodie;Occasion:Daily,Home,Sports,Work;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Cotton,Polyester;Thickness:Regular;Patterns:Color Block;Season:Fall,Spring,Winter;Weight:0.4300kg;Package Contents:1 x Hoodie",https://www.dresslily.com/contrast-trim-splicing-pocket-hoodie-product8171764.html,1
,,Letter Graphic Pattern Kangaroo Pocket Hoodie,26.99,8243963,"Clothes Type:Hoodie;Occasion:Daily;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Cotton,Polyester;Thickness:Regular;Patterns:Graphic;Season:Fall,Spring,Winter;Weight:0.4550kg;Package Contents:1 x Hoodie",https://www.dresslily.com/letter-graphic-pattern-kangaroo-pocket-product8243963.html,
,,Letter Print Patch Detail Crew Neck Fleece Sweatshirt,26.99,3201623,"Material:Cotton,Polyester;Shirt Length:Regular;Sleeve Length:Full;Style:Casual;Weight:0.4800kg;Package Contents:1 x Sweatshirt",https://www.dresslily.com/letter-print-patch-detail-crew-product3201623.html,
38,41.39,Indian Dreamcatcher Pattern Front Pocket Pullover Hoodie,25.49,8340901,"Clothes Type:Hoodie;Occasion:Daily;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Spandex;Fabric Stretch:Slight Stretch;Thickness:Regular;Patterns:Feather,Print;Season:Fall,Spring;Weight:0.5550kg;Package Contents:1 x Hoodie",https://www.dresslily.com/indian-dreamcatcher-pattern-front-pocket-product8340901.html,
,,Long Sleeve Camouflage Spot Print Kangaroo Pocket Hoodie,32.99,3169029,"Clothes Type:Hoodie;Occasion:Daily,Dance,Going Out,Home,Party,Vacation;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Polyester;Thickness:Regular;Patterns:Dots;Season:Fall,Spring;Weight:0.4750kg;Package Contents:1 x Hoodie",https://www.dresslily.com/long-sleeve-camouflage-spot-print-product3169029.html,
,,Marvel Spider-Man Comic Graphic Casual Hoodie,32.99,8355155,"Clothes Type:Hoodies;Style:Casual;Pattern Type:Character,Graphic,Letter;Material:Polyester,Polyurethane;Shirt Length:Regular;Sleeve Length:Full;Season:Fall,Spring,Winter;Weight:0.5500kg;Package Contents:1 x Hoodie",https://www.dresslily.com/marvel-spider-man-comic-graphic-product8355155.html,
,,Christmas Tree Decoration Print Loose Sweatshirt,29.99,3373810,"Material:Polyester,Polyurethane;Pattern:3D Print,Print;Shirt Length:Regular;Sleeve Length:Full;Style:Fashion;Weight:0.4370kg;Package Contents:1 x Sweatshirt",https://www.dresslily.com/christmas-tree-decoration-print-loose-product3373810.html,
,,Striped Rib Flat Seam Detail Sweatshirt,29.99,7441979,"Clothes Type:Sweatshirt;Occasion:Daily,Daily Use,Going Out,Home,Night Out,Office;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Cotton;Thickness:Regular;Patterns:Stripe;Season:Fall;Weight:0.4600kg;Package Contents:1 x Sweatshirt",https://www.dresslily.com/striped-rib-flat-seam-detail-product7441979.html,
,,Crew Neck Colormix Sweatshirt,26.99,2777145,Material:Polyester;Shirt Length:Regular;Sleeve Length:Full;Style:Casual;Weight:0.4100kg;Package Contents:1 x Sweatshirt,https://www.dresslily.com/crew-neck-colormix-sweatshirt-product2777145.html,
,,Letter Lightning Pattern Pocket Hoodie,34.99,8264433,"Clothes Type:Hoodie;Occasion:Daily;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Polyester;Thickness:Regular;Patterns:Letter;Season:Fall,Spring,Winter;Weight:0.6150kg;Package Contents:1 x Hoodie",https://www.dresslily.com/letter-lightning-pattern-pocket-hoodie-product8264433.html,1
,,Christmas Trees Castle Print Kangaroo Pocket Hoodie,29.99,8370307,"Clothes Type:Hoodie;Occasion:Daily;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Polyester;Fabric Stretch:Slight Stretch;Thickness:Regular;Patterns:Christmas Tree;Season:Fall,Winter;Weight:0.5450kg;Package Contents:1 x Hoodie",https://www.dresslily.com/christmas-trees-castle-print-kangaroo-product8370307.html,
57,67.92,Elbow Patch Pintuck Detail Fleece Hoodie,28.99,8373817,"Clothes Type:Hoodie;Occasion:Daily;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Cotton,Polyester;Fabric Stretch:No Stretch;Thickness:Regular;Patterns:Others;Season:Fall,Winter;Weight:0.8200kg;Package Contents:1 x Hoodie",https://www.dresslily.com/elbow-patch-pintuck-detail-fleece-product8373817.html,
,,Contrast Color Lion Print Hoodie,29.99,8171720,"Clothes Type:Hoodie;Occasion:Daily,Going Out;Style:Casual;Fit Type:Loose;Sleeve Length:Full;Material:Polyester;Thickness:Regular;Patterns:Animal;Season:Fall,Spring;Weight:0.4700kg;Package Contents:1 x Hoodie",https://www.dresslily.com/contrast-color-lion-print-long-product8171720.html,1
,,Christmas Santa Claus Music Note Print Drawstring Hoodie,29.99,8370302,"Clothes Type:Hoodie;Occasion:Daily;Style:Fashion;Fit Type:Regular;Sleeve Length:Full;Material:Polyester;Fabric Stretch:Slight Stretch;Thickness:Regular;Patterns:Santa Claus;Season:Fall,Winter;Weight:0.5000kg;Package Contents:1 x Hoodie",https://www.dresslily.com/christmas-santa-claus-music-note-product8370302.html,
,,Halloween Pattern Striped Finger Hole Mouth Mask Hoodie,9.47,8166389,"Clothes Type:Hoodie;Occasion:Daily,Festival,Going Out,Halloween,Party,Sports;Style:Fashion;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester;Thickness:Regular;Patterns:Color Block,Graphic,Print,Stripe;Season:Fall,Spring;Weight:0.3100kg;Package Contents:1 x Hoodie",https://www.dresslily.com/halloween-pattern-striped-finger-hole-product8166389.html,
,,Hawk Head Print Long Sleeve Sweatshirt,26.99,3189920,Material:Polyester;Shirt Length:Regular;Sleeve Length:Full;Style:Casual;Weight:0.4600kg;Package Contents:1 x Sweatshirt,https://www.dresslily.com/hawk-head-print-long-sleeve-product3189920.html,
,,Kangaroo Pocket Graphic Print Drawstring Hoodie,35.99,2197204,"Style:Casual;Shirt Length:Regular;Sleeve Length:Full;Material:Cotton,Polyester;Weight:0.5000kg;Package Contents:1 x Hoodie",https://www.dresslily.com/kangaroo-pocket-graphic-print-drawstring-hoodie-product2197204.html,
,,Snowy City Christmas Cat Graphic Front Pocket Hoodie,26.99,8215032,"Clothes Type:Hoodie;Occasion:Christmas Day,Daily;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Spandex;Thickness:Regular;Patterns:Animal;Season:Fall,Spring;Weight:0.4300kg;Package Contents:1 x Hoodie",https://www.dresslily.com/snowy-city-christmas-cat-graphic-product8215032.html,
,,Zip Up Ripped Pleated Long Sleeve Hoodie,36.99,4392505,"Clothes Type:Hoodie;Occasion:Daily Use;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Cotton,Polyester;Thickness:Regular;Patterns:Solid;Season:Fall;Weight:0.6315kg;Package Contents:1 x Hoodie",https://www.dresslily.com/zip-up-ripped-pleated-long-product4392505.html,
56,52.12,Christmas Snowflake Cat 3D Print Kangaroo Pocket Hoodie,22.99,8366243,"Clothes Type:Hoodie;Occasion:Christmas Day,Daily;Style:Fashion;Fit Type:Regular;Sleeve Length:Full;Material:Polyester,Polyurethane;Thickness:Regular;Patterns:Animal;Season:Fall,Winter;Weight:0.5500kg;Package Contents:1 x Hoodie",https://www.dresslily.com/christmas-snowflake-cat-3d-print-product8366243.html,
56,42.59,Pumpkin Knight Pattern Front Pocket Casual Hoodie,18.59,8345309,"Clothes Type:Hoodie;Occasion:Daily;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Spandex;Thickness:Regular;Patterns:Print;Season:Fall,Spring;Weight:0.5000kg;Package Contents:1 x Hoodie",https://www.dresslily.com/pumpkin-knight-pattern-front-pocket-product8345309.html,
,,Halloween Skulls Mouth Print Hoodie,32.99,8171706,"Clothes Type:Hoodie;Occasion:Daily,Going Out,Halloween;Style:Novelty;Fit Type:Regular;Sleeve Length:Full;Material:Polyester;Thickness:Regular;Patterns:Skulls;Season:Fall,Spring;Weight:0.5200kg;Package Contents:1 x Hoodie",https://www.dresslily.com/skulls-mouth-print-long-sleeves-product8171706.html,
,,Casual Color Lump Print Hoodie,29.99,8166369,"Clothes Type:Hoodie;Occasion:Daily,Going Out;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Polyester,Polyurethane;Thickness:Regular;Patterns:Print;Season:Fall,Spring,Winter;Weight:0.5500kg;Package Contents:1 x Hoodie",https://www.dresslily.com/color-lump-print-long-sleeves-product8166369.html,
,,Kangaroo Pocket Elk Print Drawstring Hoodie,29.99,8377396,"Clothes Type:Hoodies;Style:Casual;Pattern Type:Animal;Material:Polyester;Fabric Stretch:Slight Stretch;Shirt Length:Regular;Sleeve Length:Full;Season:Fall,Spring,Winter;Weight:0.5600kg;Package Contents:1 x Hoodie",https://www.dresslily.com/kangaroo-pocket-elk-print-drawstring-product8377396.html,
62,48.27,Color Block Leisure Front Zip Raglan Sleeve Hoodie,18.19,8168547,"Clothes Type:Hoodie;Occasion:Daily;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Cotton,Polyester;Thickness:Regular;Closure Type:Zipper;Patterns:Color Block;Season:Fall,Spring;Weight:0.6400kg;Package Contents:1 x Hoodie",https://www.dresslily.com/color-block-leisure-front-zip-product8168547.html,
,,Two Tone Sun Moon Chinese Tai Ji Print Hoodie,32.99,8366259,"Clothes Type:Hoodie;Occasion:Daily;Style:Chinese Style;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Polyurethane;Fabric Stretch:Slight Stretch;Thickness:Regular;Patterns:Moon,Sun;Season:Fall,Winter;Weight:0.5500kg;Package Contents:1 x Hoodie",https://www.dresslily.com/two-tone-sun-moon-chinese-product8366259.html,
,,Halloween Pumpkin Print Kangaroo Pocket Pullover Hoodie,32.99,8159266,"Clothes Type:Hoodie;Occasion:Daily,Going Out,Halloween;Style:Fashion;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester;Thickness:Regular;Patterns:Print,Pumpkin;Season:Fall,Spring;Weight:0.5550kg;Package Contents:1 x Hoodie",https://www.dresslily.com/halloween-pumpkin-print-kangaroo-pocket-product8159266.html,
81,56.54,Hooded Colorful Geometric Print Zip-Up Hoodie,10.99,1697531,"Material:Cotton,Polyester;Shirt Length:Regular;Sleeve Length:Full;Style:Fashion;Weight:0.550kg;Package Contents:1 x Hoodie",https://www.dresslily.com/hooded-long-sleeve-hoodie-product1697531.html,
54,49.49,Christmas Conch Beach Print Kangaroo Pocket Hoodie,22.99,8366250,"Clothes Type:Hoodie;Occasion:Christmas Day,Daily;Style:Fashion;Fit Type:Regular;Sleeve Length:Full;Material:Polyester,Polyurethane;Thickness:Regular;Patterns:Others;Season:Fall,Winter;Weight:0.5600kg;Package Contents:1 x Hoodie",https://www.dresslily.com/christmas-conch-beach-print-kangaroo-product8366250.html,
47,46.48,Halloween Cartoon Pumpkin Pattern Drawstring Pullover Hoodie,24.59,8345317,"Clothes Type:Hoodie;Occasion:Halloween;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Spandex;Thickness:Regular;Patterns:Pumpkin;Season:Fall,Spring;Weight:0.5000kg;Package Contents:1 x Hoodie",https://www.dresslily.com/halloween-cartoon-pumpkin-pattern-drawstring-product8345317.html,1
46,45.58,Maple Coin Pattern Front Pocket Lounge Hoodie,24.59,8345315,"Clothes Type:Hoodies;Style:Casual;Pattern Type:Print;Material:Polyester,Spandex;Shirt Length:Regular;Sleeve Length:Full;Season:Fall,Spring;Weight:0.5000kg;Package Contents:1 x Hoodie",https://www.dresslily.com/maple-coin-pattern-front-pocket-product8345315.html,
51,46.48,Paint Splatter Lion Print Front Pocket Drawstring Hoodie,22.99,8366254,"Clothes Type:Hoodie;Occasion:Daily;Style:Fashion;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Polyurethane;Fabric Stretch:Slight Stretch;Thickness:Regular;Patterns:Animal,Paint Splatter;Season:Fall,Spring,Winter;Weight:0.5350kg;Package Contents:1 x Hoodie",https://www.dresslily.com/paint-splatter-lion-print-front-product8366254.html,
,,Vertigo Effect Circle Graphic Front Pocket Hoodie,29.99,8152631,"Clothes Type:Hoodie;Occasion:Daily;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Spandex;Thickness:Regular;Patterns:Round;Season:Fall,Spring;Weight:0.4950kg;Package Contents:1 x Hoodie",https://www.dresslily.com/vertigo-effect-circle-graphic-front-product8152631.html,1
,,Color Panel Fleece Pullover Hoodie,29.99,8177917,"Clothes Type:Hoodie;Occasion:Daily,Going Out;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Cotton,Polyester;Thickness:Regular;Patterns:Color Block;Season:Winter;Weight:0.4600kg;Package Contents:1 x Hoodie",https://www.dresslily.com/color-panel-fleece-pullover-hoodie-product8177917.html,
63,41.39,Halloween Forest Pumpkin Bat Moon Print Kangaroo Pocket Hoodie,15.39,8163764,"Clothes Type:Hoodie;Occasion:Daily,Daily Use,Halloween,Party;Style:Fashion;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester;Thickness:Regular;Patterns:Moon,Print,Pumpkin;Season:Fall,Spring;Weight:0.5300kg;Package Contents:1 x Hoodie",https://www.dresslily.com/halloween-forest-pumpkin-bat-moon-product8163764.html,
,,Halloween Bat Graphic Kangaroo Pocket Hoodie,29.99,8164611,"Clothes Type:Hoodie;Occasion:Halloween;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Spandex;Thickness:Regular;Patterns:Animal;Season:Fall,Spring;Weight:0.4950kg;Package Contents:1 x Hoodie",https://www.dresslily.com/halloween-bat-graphic-kangaroo-pocket-product8164611.html,
,,Front Pocket Wolf Graphic Drawstring Pullover Hoodie,29.99,8334612,"Clothes Type:Hoodie;Occasion:Halloween;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Spandex;Thickness:Regular;Patterns:Animal;Season:Fall,Spring;Weight:0.5200kg;Package Contents:1 x Hoodie",https://www.dresslily.com/front-pocket-wolf-graphic-drawstring-product8334612.html,
,,Marvel Spider-Man Lightning Print Kangaroo Pocket Hoodie,33.99,8354683,"Clothes Type:Hoodies;Style:Casual;Pattern Type:Character,Print;Material:Polyester,Polyurethane;Shirt Length:Regular;Sleeve Length:Full;Season:Fall,Spring,Winter;Weight:0.5500kg;Package Contents:1 x Hoodie",https://www.dresslily.com/marvel-spider-man-lightning-print-product8354683.html,
,,Drawstring Lace Up Solid Color Sleeveless Hoodie,22.99,3185905,"Clothes Type:Hoodie;Occasion:Club,Daily,Daily Use,Festival,Going Out,Home,Night Out,Office,Party,Rainy Day,Sports,Travel,Vacation,Work;Style:Trendy;Fit Type:Regular;Sleeve Length:Sleeveles;Material:Cotton,Polyester,Spandex;Thickness:Regular;Patterns:Solid;Season:Summer;Weight:0.3110kg;Package Contents:1 x Hoodie",https://www.dresslily.com/drawstring-lace-up-solid-color-product3185905.html,3
,,Marvel Spider-Man Pattern Casual Hoodie,29.99,8354692,"Clothes Type:Hoodies;Style:Casual;Pattern Type:Character,Print;Material:Polyester,Polyurethane;Shirt Length:Regular;Sleeve Length:Full;Season:Fall,Spring,Winter;Weight:0.5120kg;Package Contents:1 x Hoodie",https://www.dresslily.com/marvel-spider-man-pattern-casual-product8354692.html,
,,3D Hearts Print Valentine's Day Sweatshirt,26.99,2767391,"Material:Cotton,Polyester;Shirt Length:Regular;Sleeve Length:Full;Style:Fashion;Weight:0.4500kg;Package Contents:1 x Sweatshirt",https://www.dresslily.com/3d-hearts-print-valentine-s-product2767391.html,
,,Marvel Spider-Man Print Graphic Hoodie,32.99,8354694,"Clothes Type:Hoodies;Style:Casual;Pattern Type:Graphic,Letter;Material:Polyester,Polyurethane;Shirt Length:Regular;Sleeve Length:Full;Season:Fall,Spring;Weight:0.5950kg;Package Contents:1 x Hoodie",https://www.dresslily.com/marvel-spider-man-print-graphic-product8354694.html,
29,41.99,Halloween Skeleton Print Front Pocket Pullover Hoodie,29.99,8334601,"Clothes Type:Hoodie;Occasion:Halloween;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Spandex;Thickness:Regular;Patterns:Skeleton;Season:Fall,Spring;Weight:0.5200kg;Package Contents:1 x Hoodie",https://www.dresslily.com/halloween-skeleton-print-front-pocket-product8334601.html,
,,Crew Neck Fleece Mens Sweatshirt,29.99,2620228,"Style:Casual;Pattern Type:Solid;Material:Cotton,Polyester;Shirt Length:Regular;Sleeve Length:Full;Weight:0.5500kg;Package Contents:1 x Sweatshirt",https://www.dresslily.com/crew-neck-fleece-mens-sweatshirt-product2620228.html,
,,Flame Cartoon Print Hoodie,29.99,8204350,"Clothes Type:Hoodie;Occasion:Daily,Going Out;Style:Casual;Fit Type:Regular;Sleeve Length:Full;Material:Polyester;Thickness:Regular;Patterns:Cartoon;Season:Fall,Spring,Winter;Weight:0.4750kg;Package Contents:1 x Hoodie",https://www.dresslily.com/flame-cartoon-print-long-sleeved-product8204350.html,
,,Halloween Skull Flower Contrast Color Print Pullover Hoodie,33.99,8196633,"Clothes Type:Hoodies;Style:Fashion;Pattern Type:Flower,Print,Skulls;Material:Cotton,Polyester;Shirt Length:Regular;Sleeve Length:Full;Season:Fall,Spring;Weight:0.5500kg;Package Contents:1 x Hoodie",https://www.dresslily.com/halloween-skull-flower-contrast-color-product8196633.html,
,,Christmas Animal Graphic Faux Tuxedo Drawstring Hoodie,29.99,8228748,"Clothes Type:Hoodie;Occasion:Christmas Day;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Spandex;Thickness:Regular;Patterns:Animal;Season:Fall,Spring;Weight:0.5300kg;Package Contents:1 x Hoodie",https://www.dresslily.com/christmas-animal-graphic-faux-tuxedo-product8228748.html,
,,Graffiti Pattern Casual Front Pocket Hoodie,29.99,8357734,"Clothes Type:Hoodie;Occasion:Daily;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Polyurethane;Fabric Stretch:Slight Stretch;Thickness:Regular;Patterns:Print;Season:Fall,Spring,Winter;Weight:0.5100kg;Package Contents:1 x Hoodie",https://www.dresslily.com/graffiti-pattern-casual-front-pocket-product8357734.html,
,,Christmas Snowflake Geometric Print Pullover Hoodie,29.99,2284827,"Clothes Type:Hoodie;Occasion:Daily Use,Going Out;Style:Fashion;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Cotton,Polyester,Spandex;Thickness:Regular;Patterns:Color Block,Geometric,Print;Weight:0.4460kg;Package Contents:1 x Hoodie",https://www.dresslily.com/christmas-snowflake-geometric-print-pullover-hoodie-product2284827.html,
,,Fire Flame Print Ombre Hoodie,32.99,8357744,"Clothes Type:Hoodie;Occasion:Daily;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Polyurethane;Fabric Stretch:Slight Stretch;Thickness:Regular;Patterns:Flame;Season:Fall,Spring,Winter;Weight:0.5400kg;Package Contents:1 x Hoodie",https://www.dresslily.com/fire-flame-print-ombre-hoodie-product8357744.html,
69,31.27,Vintage Tree Print Pullover Sweatshirt,9.58,4460316,"Material:Polyester,Polyurethane;Pattern:Print;Shirt Length:Regular;Sleeve Length:Full;Style:Casual;Package Contents:1 x Sweatshirt;Weight:0.3590kg",https://www.dresslily.com/vintage-tree-print-pullover-sweatshirt-product4460316.html,
45,36.17,Christmas Santa Claus Snowflake Print Hoodie,19.99,8366699,"Clothes Type:Hoodie;Occasion:Daily;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Polyurethane;Thickness:Regular;Patterns:Ball,Santa Claus;Season:Fall,Spring,Winter;Weight:0.4400kg;Package Contents:1 x Hoodie",https://www.dresslily.com/christmas-santa-claus-snowflake-print-product8366699.html,
,,Ombre Print Curved Hem Raglan Sleeve Sport Hoodie,35.99,8172683,"Clothes Type:Hoodie;Occasion:Club,Daily,Dance,Going Out;Style:Fashion;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Cotton,Polyester;Thickness:Regular;Closure Type:Zipper;Patterns:Ombre;Season:Fall,Spring;Weight:0.5600kg;Package Contents:1 x Hoodie",https://www.dresslily.com/ombre-print-curved-hem-raglan-product8172683.html,
,,Abstract City Building Print Pullover Hoodie,29.99,8357739,"Clothes Type:Hoodie;Occasion:Daily;Style:Casual;Fit Type:Regular;Shirt Length:Regular;Sleeve Length:Full;Material:Polyester,Polyurethane;Fabric Stretch:Slight Stretch;Thickness:Regular;Patterns:Print;Season:Fall,Spring,Winter;Weight:0.4900kg;Package Contents:1 x Hoodie",https://www.dresslily.com/abstract-city-building-print-pullover-product8357739.html,
